sic_industry,sic_product,sic_title,naics_product
3479,347912213,"Powder coating, incl. electrostatic and fluidized bed",33281212213
3479,347912214,"All other organic coatings, incl curtain coating and wash coating",33281212214
3479,3479123,"Inorganic coatings, incl. porcelain coatings",332812123
3479,3479SM,Secondary products and miscellaneous receipts,332812SM
3479,3479M,Miscellaneous receipts,332812M
3479,3479S,Secondary products,332812S
3479,3479SS,Secondary products,NA
3482,3482,"Small arms ammunition, 30mm and under",332992
3482,3482P,Primary products,332992P
3482,3482111,Cartridges for small firearms (rifle and sidearms),332992111
3482,3482411,Ammunition components,332992411
3482,3482511,All other small arms ammunition products,332992511
3482,3482SM,Secondary products and miscellaneous receipts,332992SM
3482,3482M,Miscellaneous receipts,332992M
3482,3482S,Secondary products,332992S
3483,3483,"Ammunition, except for small arms",332993
3483,3483P,Primary products,332993P
3483,34831,"Artillery ammunition and component parts, over 30mm (or 1.18 inches)",3329931
3483,3483111,"Complete rounds, loaded",NA
3483,3483135,Steel cases only,NA
3483,3483151,Projectile metal parts,NA
3483,3483171,Artillery component parts,NA
3483,348317111,Primers,NA
3483,348317114,Fuses,NA
NA,348317119,Other,NA
NA,34833,"Ammunition, except for small arms, nec",3329933
NA,3483311,Bombs,NA
NA,3483331,Rockets (other than guided missiles) and parts,NA
NA,3483341,"Other ammunition and ammunition parts, nec, except small arms",NA
NA,3483SM,Secondary products and miscellaneous receipts,332993SM
NA,3483M,Miscellaneous receipts,332993M
NA,3483S,Secondary products,332993S
3484,3484,"Small arms, 30 mm and under",332994
3484,3484P,Primary products,332994P
3484,34842,Pistols and revolvers,3329942
3484,3484201,Centerfire pistols and revolvers,332994201
3484,3484202,Rimfire pistols and revolvers,332994202
3484,34843,Rifles,3329943
3484,3484301,Centerfire rifles,332994301
3484,348430121,Semiautomatic centerfire rifles,33299430121
3484,348430122,Bolt repeater centerfire rifles,33299430122
3484,348430123,Lever repeater and all other centerfire rifles,33299430123
3484,3484302,Rimfire rifles,332994302
3484,348430231,Semiautomatic rimfire rifles,33299430231
3484,348430232,Other repeating and single shot rimfire rifles,33299430232
3484,34844,Shotguns,3329944
3484,3484401,Repeating shotguns,332994401
3484,3484402,Single shot and double barrel shotguns,332994402
3484,34845,Other small arms,3329945
3484,3484501,Other small arms,NA
3484,34846,Parts and attachments for small arms,3329946
3484,3484601,Parts and attachments for small arms,NA
3484,34847,Small arms shipped to U.S. military,3329947
3484,3484701,"Rifles and submachine guns, shipped to U.S. military",332994701
3484,3484702,"Machine guns, shipped to U.S. military",332994702
3484,3484703,Other small arms shipped to U.S. military,332994703
3484,3484704,Parts and attachments shipped to U.S military,332994704
3484,3484SM,Secondary products and miscellaneous receipts,332994SM
3484,3484M,Miscellaneous receipts,332994M
3484,3484S,Secondary products,332994S
3489,3489,Ordnance and accessories nec,332995
3489,3489P,Primary products,332995P
3489,34891,"Guns, howitzers, mortars and related equipment",3329951
3489,3489103,Parts and other related equipment for heavy weapons,NA
3489,34892,"Ordnance & access. nec, incl rocket launchers, torpedo tubes, flame throwers & their parts",3329952
3489,3489201,"Ordnance & access., nec, incl rocket launchers, torpedo tubes, flame throwers & their parts",NA
3489,3489SM,Secondary products and miscellaneous receipts,332995SM
3489,3489M,Miscellaneous receipts,332995M
3489,3489S,Secondary products,332995S
3489,3489SS,Secondary products,NA
3491,3491,Industrial valves,332911
3491,3491P,Primary products,332911P
3491,34911,"Gates, globes, angles, straightway (y-type) checks, stop and check, cross, etc",3329111
3491,34912,"Valves for water works and municipal equipment (ibbw, awwa, and ul)",3329112
3491,34913,"Ball valves (all metals, pressures, and types)",3329113
3491,34914,"Butterfly valves (all metals, pressures, and types)",3329114
3491,34915,"Plug valves (all metals, pressures, and types)",3329115
3491,34916,"Industrial valves, nec",3329116
3491,34917,Nuclear valves (n-stamp only),3329117
3491,34918,Automatic valves (regulating and control type) and parts (except nuclear),3329118
3491,34919,"Solenoid-operated valves and parts, except nuclear and fluid power transfer",3329119
3491,3491SM,Secondary products and miscellaneous receipts,332911SM
3491,3491M,Miscellaneous receipts,332911M
3491,3491MM,Miscellaneous receipts,NA
3491,3491S,Secondary products,332911S
3492,3492,Fluid power valves and hose fittings,332912
3492,3492P,Primary products,332912P
3492,3492A,Aerospace-type hydraulic fluid power valves,332912A
3492,3492B,Aerospace-type pneumatic fluid power valves,332912B
3492,3492C,Nonaerospace-type hydraulic directional control valves,332912C
3492,3492C11,Manual types,332912C11
3492,3492C12,"All other, including solenoid types",332912C12
3492,3492D,"Nonaerospace-type hydraulic valves, except directional control",332912D
3492,3492D11,Cartridge valves,332912D11
3492,3492D12,"All other, including electrohydraulic",332912D12
3492,3492E,Nonaerospace-type pneumatic directional control valves,332912E
3492,3492E11,Solenoid types,332912E11
NA,3492E12,"All other, including mechanical and remote pilot",332912E12
NA,3492F,"Nonaerospace-type pneumatic valves, except directional control",332912F
NA,3492G,Parts for fluid power valves,332912G
NA,3492H,Aerospace-type hydraulic and pneumatic hose or tube end fittings and assemblies,332912H
NA,3492J,"Nonaerospace-type flared (metal) fittings, couplings for, and assemblies of tubi",332912J
NA,3492K,Nonaerospace-type flareless fittings and couplings (incl. nonmetal fittings) use,332912K
NA,3492N,Nonaerospace-type hydraulic and pneumatic assemblies of hose,332912N
NA,3492O,Nonaerospace type hydraulic and pneumatic fittings and couplings for hose,332912O
NA,3492SM,Secondary products and miscellaneous receipts,332912SM
NA,3492M,Miscellaneous receipts,332912M
NA,3492Z89,Resales,NA
NA,3492S,Secondary products,332912S
3493,3493,"Steel springs, except wire",332611
3493,3493P,Primary products,332611P
3493,34931,Hot formed springs,3326111
3493,3493121,Hot formed coil springs,NA
3493,349312106,"Original equipment coil springs for cars, buses, and trucks",NA
3493,349312116,"Locomotive, railroad car, and other helical springs",NA
3493,3493131,Hot formed leaf springs,NA
3493,349313151,"Replacement leaf springs (including exports) for cars, buses, and trucks",NA
3493,34932,Cold formed springs,3326112
3493,3493271,Cold formed flat springs made of sheet and strip,NA
3493,3493SM,Secondary products and miscellaneous receipts,332611SM
3493,3493M,Miscellaneous receipts,332611M
3493,3493S,Secondary products,332611S
3493,3493SS,"Secondary products, other than wire springs",NA
3493,3495S,Wire springs,332612S
3494,3494,"Valves and pipe fittings, nec",332919
3494,3494P,Primary products,332919P
3494,34944,"Plumbing and heating valves and specialties, except plumbers' brass goods",3329191
3494,34947,"Metal fittings, flanges, and unions for piping systems",3329193
3494,3494SM,Secondary products and miscellaneous receipts,332919SM
3494,3494M,Miscellaneous receipts,332919M
3494,3494S,Secondary products,332919S
3494,3494SS,Secondary products,NA
3495,3495,Wire springs,332612
3495,3495P,Primary products,332612P
3495,34952,Precision mechanical springs,3326122
3495,3495213,Precision mechanical compression-type wire springs,332612213
3495,3495216,Precision mechanical extension and torsion-type wire springs,332612216
3495,34953,Other wire springs,3326123
3495,3495SM,Secondary products and miscellaneous receipts,332612SM
3495,3495M,Miscellaneous receipts,332612M
3495,3495MM,Miscellaneous receipts,NA
3495,3495S,Secondary products,332612S
3495,3495SS,Secondary products,NA
3496,3496,Miscellaneous fabricated wire products,332618
3496,3496P,Primary products,332618P
3496,34961,"Noninsulated ferrous wire rope, cable and strand",NA
3496,34964,Ferrous wire cloth and other ferrous woven wire products,3326183
3496,34965,Nonferrous wire cloth and other nonferrous woven wire products,3326185
3496,34966,Steel fencing and fence gates,NA
3496,34968,Other ferrous fabricated wire products,332618B
3496,3496885,Wire racks,NA
3496,3496898,Other ferrous wire products,NA
3496,3496SM,Secondary products and miscellaneous receipts,332618SM
3496,3496M,Miscellaneous receipts,332618M
3496,3496XY9,Contract work and other miscellaneous receipts,NA
3496,3496Z89,Resales,NA
3496,3496S,Secondary products,332618S
3496,3496SS,Secondary products,NA
3497,3497,Metal foil and leaf,NA
3497,3497P,Primary products,NA
3497,34971,Converted unmounted aluminum foil packaging products (not laminated to other mat,3329991
3497,34972,Laminated aluminum foil rolls and sheets for flexible packaging uses,3222251
3497,34973,Converted foil or leaf for nonpackaging applications,3329993
3497,3497S,Secondary Products,NA
3497,3497SS,Secondary Products,NA
3498,3498,Fabricated pipe and fabricated pipe fittings,332996
3498,3498P,Primary products,332996P
3498,34987,Fabricated pipe and fabricated pipe fittings,3329967
3498,3498713,"Iron and steel pipe, tube, and fittings",332996713
3498,3498715,"Nonferrous pipe, tube, and fittings",332996715
NA,3498SM,Secondary products and miscellaneous receipts,332996SM
NA,3498M,Miscellaneous receipts,332996M
NA,3498S,Secondary products,332996S
NA,3498SS,Secondary products,NA
3499,3499,"Fabricated metal products, nec",NA
3499,3499P,Primary products,NA
3499,34991,Safes and vaults,NA
3499,34992,Collapsible tubes,NA
3499,34993,Metal strapping,NA
3499,34995,Metal ladders,332999A
3499,34996,"Powder metallurgy parts, exc. bearings, gears, tools and all cement carbide part",3321170
3499,34998,All other fabricated metal products,332999G
3499,3499M,Miscellaneous receipts,NA
3499,3499Z89,Resales,NA
3499,3499S,Secondary products,NA
3499,3499SS,Secondary products,NA
3511,3511,Turbines and turbine generator sets,333611
3511,3511P,Primary products,333611P
3511,35111,"Steam, gas, hydraulic, solar & wind powered turbine generator sets, turbine generators,& parts",NA
3511,3511121,Steam turbine generator sets,NA
3511,3511131,Gas turbine generator sets,NA
3511,3511141,"Hydraulic, solar and wind powered turbine generator sets",NA
3511,3511151,"Complete generators designed for turbine drive, and parts for turbine generator sets",NA
3511,35112,"Steam, gas, hydraulic & other turbines, nonlocomotive steam engines & parts",NA
3511,351121,"Steam turbines, steam engines and parts",NA
3511,3511211,"Steam turbines, including steam engines",NA
3511,3511212,Parts and accessories for steam engines & steam turbines,NA
3511,351123,"Gas turbines, except aircraft, and parts and accessories",NA
3511,3511235,"Parts and accessories for gas turbines, except aircraft",NA
3511,351126,"Hydraulic and other turbines, parts and accessories",NA
3511,3511261,Hydraulic and other turbines,NA
3511,3511SM,Secondary products and miscellaneous receipts,333611SM
3511,3511M,Miscellaneous receipts,333611M
3511,3511S,Secondary products,333611S
3519,3519,"Internal combustion engines, nec",333618
3519,3519P,Primary products,333618P
3519,3519A,"Gasoline engines, except automotive",3336181
3519,35193,"Diesel, semidiesel and dual fuel engines (except automotive)",3336183
3519,35194,"Diesel, semidiesel and dual fuel engines (automotive)",3336185
3519,35195,Outboard engines,3336187
3519,35196,"Gas engines, except turbines",3336189
3519,35199,Parts and accessories,333618F
3519,3519SM,Secondary products and miscellaneous receipts,333618SM
3519,3519M,Miscellaneous receipts,333618M
3519,3519S,Secondary products,333618S
3523,3523,Farm machinery and equipment,333111
3523,3523P,Primary products,333111P
3523,3523A,"Commercial turf and grounds care equipment, including parts and attachments",333111J
3523,3523C,"Plows, listers, harrows, rollers, pulverizers, cultivators, weeders, attachments",333111E
3523,35231,"Wheel tractors and attachments, except: contractors' type, lawn and garden, and motor tillers",3331111
3523,35232,"Farm dairy machines, sprayers & dusters, farm elevators & attachments",3331113
3523,35233,"Planting, seeding, and fertilizing machinery and attachments",3331117
3523,35235,Harvesting machinery (except hay and straw) and attachments,3331119
3523,35236,Haying machinery and attachments,333111A
3523,35238,"Farm machinery and equipment, nec, excluding parts",333111G
3523,35239,"Parts for farm machinery & equip., excl.comm. turf & grounds care equip",333111C
3523,3523SM,Secondary products and miscellaneous receipts,333111SM
3523,3523M,Miscellaneous receipts,333111M
3523,3523S,Secondary products,333111S
3523,3523SSS,Other secondary products,NA
3524,3524,Lawn and garden equipment,333112
3524,3524P,Primary products,333112P
3524,35241,"Consumer nonriding lawn, garden, and snow equipment",3331121
3524,35244,"Consumer riding lawn, garden, and snow equipment",3331123
3524,35246,"Parts and attachments for consumer lawn, garden, and snow equipment",3331127
3524,3524SM,Secondary products and miscellaneous receipts,333112SM
3524,3524M,Miscellaneous receipts,333112M
3524,3524S,Secondary products,333112S
3531,3531,Construction machinery,333120
3531,3531P,Primary products,333120P
3531,3531A,"Wheel tractors and log skidders, excl parts and attach",NA
3531,3531B,"Tracklaying tractors, excl. parts and attach",NA
3531,3531C,"Tractor shovel loaders, excl. parts and attach",33312014
NA,3531D,"Attachments for tractors and shovel loaders, excl. parts and winches",33312017
NA,3531E,"Power cranes, excavators, draglines, and shovels, excl. parts",33312011
NA,3531F,"Mixers, pavers, and related equipment, excl. parts",33312012
NA,3531G,"Scrapers, graders, rollers, and off-highway equipment, excl. parts",NA
NA,3531J,"Other construction machinery, excl. parts",NA
NA,3531J01,"Winches and work platforms, excluding parts",33392371
NA,3531K,Parts,3331209
NA,3531K01,Parts for winches and work platforms,33392374
NA,3531SM,Secondary products and miscellaneous receipts,333120SM
NA,3531M,Miscellaneous receipts,333120M
NA,3531S,Secondary products,333120S
3532,3532,Mining machinery and equipment,333131
3532,3532P,Primary products,333131P
3532,35325,Underground mining machinery,3331311
3532,3532562,"Loading mining machines, incl. gathering arm type, loader-hauler-dumpers, shovels, scoo",NA
3532,3532564,"Continuous mining machines, coal and other types (borer, ripper, auger, drum, road-heading)",NA
3532,3532566,"Face-haulage vehicles, rubber tired, self-propelled, includes coal and other types",NA
3532,3532579,"Other underground mining machinery, incl cutting machines, support vehicles, exc parts",NA
3532,35326,"Mineral processing and beneficiation machinery, excluding parts",3331313
3532,3532656,"Classifiers (sizing, washing, and dewatering), excluding cyclones",NA
3532,3532671,"Other mineral processing & beneficiation machinery, incl. jigs, cyclones, flotation machines",NA
3532,35327,"Crushing, pulverizing, and screening machinery",3331315
3532,3532727,"Crushers, stationary types, including skid-mounted (gyratory, impact, jaw, and roll)",NA
3532,3532755,"Screens (vibrating, stationary), including trommel types",NA
3532,35328,"Drills and other mining machinery, except parts",3331317
3532,3532825,"Rock and coal drills, all types",NA
3532,3532898,"All other mining machinery and equipment, including impact breakers",NA
3532,35329,Parts and attachments for mining machinery and equipment,3331319
3532,3532975,"Parts and attachments for mining machinery sold separately, excluding drill bits",NA
3532,353297511,Parts for face-haulage and support vehicles,NA
3532,353297522,"Parts for mineral processing, beneficiation, crushing, pulverizing, & screening machinery",NA
3532,353297533,Parts for all other mining machinery and equipment,NA
3532,3532989,Percussion rock drill bits,NA
3532,3532991,All other mining drill bits,NA
3532,3532SM,Secondary products and miscellaneous receipts,333131SM
3532,3532M,Miscellaneous receipts,333131M
3532,3532Z89,Resales,NA
3532,3532S,Secondary products,333131S
3532,3531S,Construction machinery,333120S
3532,3532SSS,Other secondary products,NA
3533,3533,Oil field and gas field machinery and equipment,333132
3533,3533P,Primary products,333132P
3533,35331,Rotary oil field and gas field drilling machinery and parts,3331321
3533,353311,Rotary drilling surface equipment,33313211
3533,3533112,Drawworks and accessories,333132112
3533,3533115,"Elevators, spiders, slips, hooks, links, connectors",333132115
3533,3533117,Well control equipment (blow-out preventers),333132117
3533,3533121,"Other rotary dril. surface equip. ,incl Kelly joints,rotary tables,crown/trav.bl",333132121
3533,353314,Rotary drilling subsurface equipment,33313214
3533,3533141,Bits,333132141
3533,353314101,Tungsten-carbide insert bits,33313214101
3533,353314102,Steel-toothed bits,33313214102
3533,353314103,"Other bits, including diamond bits",33313214103
3533,3533144,"Tool joints, subs, and connectors",333132144
3533,3533145,Drill collars,333132145
3533,3533146,Reamers and stabilizers,333132146
3533,3533149,"Other subsurface dril. equip., incl fishing tools, subsea risers, coring equip",333132149
3533,353316,"Parts for rotary drilling equipment, sold separately, except for drilling rigs",33313216
3533,35332,Other oil and gas field drilling machinery and equipment and parts,3331322
3533,3533253,"Cementing, floating, guiding, and shoe equipment",333132253
3533,3533261,"Parts for other oil and gas field drilling equipment, sold separately",333132261
3533,3533296,"Other oil and gas field drilling equipment, incl. cable tool drilling machinery",333132296
3533,35333,Oil field and gas field production machinery and equipment,3331323
3533,353331,"Surface, subsurface, and subsea production well equipment",33313231
3533,3533311,Christmas tree assemblies,333132311
3533,3533313,Casing and tubing heads and supports,333132313
3533,3533317,"Chokes, manifolds, and accessories",333132317
3533,3533319,"Rodless oil lifting machinery and equipment, except pumps",333132319
3533,353335,Rod lifting machinery and equipment (surface and subsurface),33313235
3533,3533354,Pumping units and other surface rod lifting equipment,333132354
3533,3533357,"Sucker rods (subsurface rod lifting equipment), except pumps",333132357
3533,3533362,Permanent packers and accessories,333132362
3533,3533363,Retrievable packers and accessories,333132363
NA,3533365,"Screens, tubing, and anchor catchers",333132365
NA,3533371,"Separating, metering, and treating equipment for oil and gas (located on well site)",333132371
NA,3533382,"Parts for oil and gas field production machinery and tools, sold separately",333132382
NA,3533398,Other oil field and gas field production machinery and tools,333132398
NA,35335,Drilling rigs,3331325
NA,3533522,Rotary wheel-mounted drilling and well-servicing rigs,333132522
NA,3533534,Rotary blast-hole drilling rigs,333132534
NA,3533546,Construction drills,333132546
NA,3533558,"Other portable drilling rigs, incl workover, cable tool, reverse circulation",333132558
NA,3533578,Parts for portable drilling rigs used on the surface (above ground),333132578
NA,35339,Oil field and gas field derricks and well surveying machinery,3331329
NA,3533921,"Derricks, oil and gas field, substructures, and accessories (regular & portable)",333132921
NA,3533931,Well surveying machinery and equipment,333132931
NA,3533SM,Secondary products and miscellaneous receipts,333132SM
NA,3533M,Miscellaneous receipts,333132M
NA,3533X98,Other miscellaneous receipts,NA
NA,3533Z89,Resales,NA
NA,3533S,Secondary products,333132S
NA,3491S,Industrial valves,332911S
NA,3533SSS,Other secondary products,NA
NA,3561S,Pumps and pumping equipment,333911S
3534,3534,Elevators and moving stairways,333921
3534,3534P,Primary products,333921P
3534,35341,Elevators and moving stairways,3339211
3534,3534105,"Geared electric passenger elevators, except residence lifts",NA
3534,3534107,"Gearless electric passenger elevators, except residence lifts",NA
3534,3534112,Hydraulic passenger elevators,NA
3534,3534114,Freight elevators,NA
3534,353411413,Electric freight elevators,NA
3534,353411415,Hydraulic freight elevators,NA
3534,3534131,Automobile lifts,NA
3534,3534151,"Moving stairways, escalators, and moving walkways",NA
3534,3534196,"Other non farm elev., incl. sidewalk elev., dumbwaiters, man & resid. lifts",NA
3534,35343,Parts and attachments for elevators and moving stairways,3339213
3534,3534301,Parts and attachments for elevators and moving stairways,NA
3534,3534SM,Secondary products and miscellaneous receipts,333921SM
3534,3534M,Miscellaneous receipts,333921M
3534,3534XY9,Contract work and other miscellaneous receipts,NA
3534,3534S,Secondary products,333921S
3535,3535,Conveyors and conveying equipment,333922
3535,3535P,Primary products,333922P
3535,35353,"Unit handling conveyors and conveying systems, except hoists and farm elevators",3339223
3535,3535311,Gravity conveyors (skate wheel and roller),333922311
3535,3535312,Trolley conveyors (overhead systems),333922312
3535,3535314,Powered conveyors (belt and roller),333922314
3535,3535319,"All other unit handling conveyors & conveying syst., incl. pneum. tube conveyors",333922319
3535,35354,"Parts and accessories for unit handling conveyors & conveying sytems, sold sep",3339224
3535,35355,"Bulk material handling conveyors & conveying syst., exc. hoists & farm elevators",3339225
3535,3535511,Conveyors and elevators,333922511
3535,3535514,"All other bulk handling conveyors and conveying syst. incl. loading, unloading",333922514
3535,35356,Parts and accessories for bulk material handling conveyors and conveying systems,3339226
3535,3535SM,Secondary products and miscellaneous receipts,333922SM
3535,3535M,Miscellaneous receipts,333922M
3535,3535S,Secondary products,333922S
3535,3535SS,Secondary products,NA
3536,3536,"Overhead traveling cranes, hoists, and monorail systems",NA
3536,3536P,Primary products,NA
3536,35363,Hoists,3339231
3536,3536340,Hoists,33392311
3536,3536345,Parts and attachments for hoists (sold separately),33392312
3536,35364,Overhead traveling cranes and monorail systems,3339233
3536,3536420,"Overhead traveling cranes and monorail systems, exc. const. power cranes",33392331
3536,3536460,Parts and attachments for cranes and monorail systems (sold separately),33392333
3536,3536M,Miscellaneous receipts,NA
3536,3536Z89,Resales,NA
3536,3536S,Secondary products,NA
3536,3536SS,Secondary products,NA
3537,3537,Industrial trucks and tractors,333924
3537,3537P,Primary products,333924P
3537,35371,"Industrial trucks and tractors, motorized and hand powered",3339241
3537,3537101,"Work trucks w/ lifting & handling equip, riding, electric, self-propelled",333924101
3537,3537102,"Work trucks w/ lifting & handling equip, non-riding electric or any non-electric",333924102
3537,3537103,"Work trucks, not fitted with lifting and handling equipment, elec. or non elec",333924103
NA,3537104,Bulk powered material moving equipment,333924104
NA,35373,Parts and attachments for industrial work trucks,3339243
NA,3537SM,Secondary products and miscellaneous receipts,333924SM
NA,3537M,Miscellaneous receipts,333924M
NA,3537XY9,Contract work and other miscellaneous receipts,NA
NA,3537Z89,Resales,NA
NA,3537S,Secondary products,333924S
3541,3541,"Machine tools, metal cutting types",333512
3541,3541P,Primary products,333512P
3541,3541A,Boring and drilling machines,NA
3541,3541B,Machining centers,3335127
3541,3541C,Station type machines,3335128
3541,3541D,Other metal cutting machine tools,3335129
3541,35413,Gear cutting machines,NA
3541,35414,"Grinding, polishing, buffing, honing, and lapping machines",3335122
3541,35415,"Turning machines (lathes), all types",3335123
3541,35416,Milling machines,3335124
3541,35419,"Parts for metal cutting machine tools, sold separately, & rebuilt machine tools",3335126
3541,3541SM,Secondary products and miscellaneous receipts,333512SM
3541,3541M,Miscellaneous receipts,333512M
3541,3541MM,Miscellaneous receipts,NA
3541,3541S,Secondary products,333512S
3541,3541SS,Secondary products,NA
3542,3542,Metal forming machine tools,333513
3542,3542P,Primary products,333513P
3542,35421,"Punching, shearing, bending, and forming machines",3335131
3542,35422,"Presses, except forging",3335132
3542,35423,Other metal forming machine tools and forging machines,3335133
3542,35424,Rebuilt metal forming machine tools and parts for metal forming machine tools,3335134
3542,3542SM,Secondary products and miscellaneous receipts,333513SM
3542,3542M,Miscellaneous receipts,333513M
3542,3542S,Secondary products,333513S
3543,3543,Industrial patterns,332997
3543,3543P,Primary products,332997P
3543,35431,"Industrial patterns, except shoe patterns",3329971
3543,3543115,Foundry patterns,332997115
3543,3543198,"All other industrial patterns, except shoe patterns",332997198
3543,3543SM,Secondary products and miscellaneous receipts,332997SM
3543,3543M,Miscellaneous receipts,332997M
3543,3543S,Secondary products,332997S
3543,3543SS,Secondary products,NA
3544,3544,"Special tools, dies, jigs, fixtures and industrial molds",NA
3544,3544P,Primary products,NA
3544,35443,"Special tools, dies, jigs, and fixtures",333514P
3544,354431,"Jigs and fixtures, including parts",33351411
3544,354432,Metalworking dies and die sets,33351413
3544,3544321,Stamping dies,NA
3544,3544322,All other metalworking dies and die sets,NA
3544,354433,"Standard punches, industrial prototypes, die parts & other special tooling, dies",33351417
3544,35445,Industrial molds,3335111
3544,354451,Metal injection-type molds for plastics,NA
3544,354452,Other molds,NA
3544,3544M,Miscellaneous receipts,NA
3544,3544XY9,Contract work and other miscellaneous receipts,NA
3544,3544Z89,Resales,NA
3544,3544S,Secondary products,NA
3544,3544SS,Secondary products,NA
3545,3545,Machine tool accessories,333515
3545,3545P,Primary products,333515P
3545,35451,Small cutting tools for machine tools and metalworking machinery,3335151
3545,354512,"Twist drills, gun drills, combined drills, countersinks, and counterbores",NA
3545,3545123,Carbon steel and high-speed steel shank twist drills,33351512
3545,3545124,"Other twist drills, gun drills, countersinks, and counterbores",33351513
3545,354515,End mills and milling cutters,33351514
3545,354517,Threading tools,33351515
3545,354518,"Blanks, tips, and inserts",33351516
3545,3545199,"Other cutting tools, including broaches, reamers, hobs, and rotary burrs",33351517
3545,35452,"Precision measuring tools (inspection, quality control, and tool room)",3322129
3545,35453,Other attachments and accessories for machine tools and metalworking machinery,3335153
3545,354531,Tool holders,33351531
3545,354538,Work holding devices and other attachments and accessories,33351532
3545,3545SM,Secondary products and miscellaneous receipts,333515SM
3545,3545M,Miscellaneous receipts,333515M
NA,3545XY9,Contract work and other miscellaneous receipts,NA
NA,3545Z89,Resales,NA
NA,3545S,Secondary products,333515S
3546,3546,Power driven hand tools,333991
3546,3546P,Primary products,333991P
3546,35461,"Power driven hand tools, electric and battery powered",3339911
3546,3546112,Circular saws: armature mounted primarily on sleeve bearings,333991112
3546,3546122,Screwdrivers and nutrunners,333991122
3546,3546124,"Hammers, percussion and rotary",333991124
3546,3546125,Impact wrenches,333991125
3546,3546133,Planers and routers,333991133
3546,3546135,"Other electric powered hand tools; incl shears and nibblers, electric chain saws, hammer drill",333991135
3546,3546136,"Parts, attachments and accessories for electric-powered hand tools (sold separately)",333991136
3546,3546181,Drills: armature mounted primarily on sleeve bearings,333991181
3546,354618101,1/4 inch chuck size and under,33399118101
3546,354618103,Over 1/4 inch chuck size to under 1/2 inch,33399118103
3546,354618104,1/2 inch chuck and over,33399118104
3546,3546182,Drills: armature mounted primarily on other than sleeve bearings,333991182
3546,354618205,1/4 inch chuck size and under,33399118205
3546,354618207,Over 1/4 inch chuck size to under 1/2 inch,33399118207
3546,354618209,1/2 inch chuck and over,33399118209
3546,3546183,"Grinders, polishers, and circular sanders except bench grinders",333991183
3546,354618326,"Right angle grinders, polishers, and circular sanders",33399118326
3546,354618329,"All other grinders and polishers, including die grinders (exclude bench)",33399118329
3546,3546184,"Sanders, except circular",333991184
3546,354618433,Belt,33399118433
3546,354618434,"Oscillating, reciprocating and vibrating",33399118434
3546,3546185,Circular saws: armature mounted primarily on other than sleeve bearings,333991185
3546,354618515,7 inch blade and under,33399118515
3546,354618516,Between 7 inch and 8 inch blade,33399118516
3546,354618517,8 inch blade or over,33399118517
3546,3546186,"Saws - jig, saber, reciprocating",333991186
3546,354618618,Armature mounted primarily on ball bearings,33399118618
3546,354618619,Armature mounted primarily on other than ball bearings,33399118619
3546,35462,"Power driven hand tools, pneumatic, hydraulic and powder actuated",3339912
3546,3546237,Percussion tools - pneumatic,333991237
3546,3546238,"Drills, screwdrivers, nutrunners-pneumatic",333991238
3546,3546241,Impact wrenches - pneumatic,333991241
3546,3546242,"Rotary grinders, polishers, and sanders",333991242
3546,3546244,"Other grinders, polishers, and sanders",333991244
3546,3546248,Other pneumatic powered hand tools,333991248
3546,3546253,Powder actuated hand tools,333991253
3546,3546255,"Parts, attachments, and accessories for pneumatic handtools",333991255
3546,3546271,"Hydraulic chain saws, including pole",333991271
3546,3546272,Other hydraulic powered hand tools,333991272
3546,3546279,"Parts, attachments for powder actuated and hydraulic handtools",333991279
3546,35463,"Power driven hand tools, engine (internal combustion) driven",3339913
3546,3546301,Chain saws,333991301
3546,3546309,"Other, including cut-off saws and drills",333991309
3546,3546312,Parts and attachments for engine driven chain saws,333991312
3546,3546314,Parts and attachments for engine driven other than chain saws,333991314
3546,3546SM,Secondary products and miscellaneous receipts,333991SM
3546,3546M,Miscellaneous receipts,333991M
3546,3546Z89,Resales,NA
3546,3546S,Secondary products,333991S
3547,3547,Rolling mill machinery,333516
3547,3547P,Primary products,333516P
3547,35471,"Hot rolling mill machinery, except tube rolling",3335161
3547,3547118,"Other hot rolling mill machinery and equipment, including parts",NA
3547,35472,Cold rolling mill machinery,3335162
3547,3547228,"Other cold rolling mill machinery and equipment, including parts",NA
3547,35473,"Rolling mill machinery, nec, including tube mill machinery",3335163
3547,3547356,"Other rolling mill machinery and equipment, including parts",NA
3547,3547SM,Secondary products and miscellaneous receipts,333516SM
3547,3547M,Miscellaneous receipts,333516M
3547,3547S,Secondary products,333516S
3547,3547SS,Secondary products,NA
3548,3548,Gas and electric welding and soldering equipment,333992
3548,3548P,Primary products,333992P
3548,35481,"Arc welding machines, comp., & acces., exc. electrodes (excl. stud welding eq.)",3339921
3548,35482,"Arc welding electrodes, metal",3339923
3548,35483,"Resistance welders, components, accessories, and electrodes",3339927
3548,35484,"Gas welding and cutting equipment, parts, attachments, and accessories",3339929
NA,35485,"Other welding and soldering equipment and acc. (exc. arc, resistance and gas)",333992A
NA,3548SM,Secondary products and miscellaneous receipts,333992SM
NA,3548M,Miscellaneous receipts,333992M
NA,3548MM,Miscellaneous receipts,NA
NA,3548S,Secondary products,333992S
3549,3549,"Metalworking machinery, not elsewhere classified",333518
3549,3549P,Primary products,333518P
3549,35492,Assembly machines,3335182
3549,3549213,Transfer type assembly machines,333518213
3549,3549219,Special purpose and all other types,333518219
